tab 	er_locations
plate_block	location_type	er_citation_names	continent_ocean	country	location_begin_lon	er_location_name	location_end_lat	location_begin_lat	location_end_lon
Laurentia	Land Section	This study	North America	Canada	272.34	Simpson Island	48.7363	48.8122	272.30
>>>>>>>>>>
tab 	er_samples
sample_dip	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_description	sample_lat	er_location_name	sample_type	magic_method_codes	sample_azimuth	sample_lon	sample_class
This study	0.5	SI4(106.0 to 121.4)	SI4-109.21	-43.3	10	Simpson Island	T	0.02	144.00	SI4-109.21a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI4(106.0 to 121.4)	SI4-109.21	-54.8	10	Simpson Island	T	0.02	127.70	SI4-109.21a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI4(106.0 to 121.4)	SI4-109.40	-43.9	10	Simpson Island	T	0.01	142.40	SI4-109.40a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI4(106.0 to 121.4)	SI4-109.40	-54.9	10	Simpson Island	T	0.01	125.40	SI4-109.40a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI4(106.0 to 121.4)	SI4-111.40	-47.9	10	Simpson Island	T	0.01	134.90	SI4-111.40a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI4(106.0 to 121.4)	SI4-111.40	-56.4	10	Simpson Island	T	0.01	114.00	SI4-111.40a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI4(106.0 to 121.4)	SI4-113.40	-47.2	10	Simpson Island	T	0.01	128.50	SI4-113.40a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI4(106.0 to 121.4)	SI4-113.40	-53.9	10	Simpson Island	T	0.01	107.80	SI4-113.40a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.1	SI4(106.0 to 121.4)	SI4-113.50	-50	10	Simpson Island	T	0.01	133.30	SI4-113.50a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.1	SI4(106.0 to 121.4)	SI4-113.50	-57.9	10	Simpson Island	T	0.01	110.40	SI4-113.50a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI4(106.0 to 121.4)	SI4-113.60	-37.1	10	Simpson Island	T	0.01	118.70	SI4-113.60a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI4(106.0 to 121.4)	SI4-113.60	-41.7	10	Simpson Island	T	0.01	104.20	SI4-113.60a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI4(121.4 to 127.3)	SI4-122.80	-43	10	Simpson Island	T	0.01	126.90	SI4-122.80a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI4(121.4 to 127.3)	SI4-122.80	-49.6	10	Simpson Island	T	0.01	109.10	SI4-122.80a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI4(121.4 to 127.3)	SI4-123.10	-42.6	10	Simpson Island	T	0.02	136.10	SI4-123.10a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI4(121.4 to 127.3)	SI4-123.10	-51.9	10	Simpson Island	T	0.02	119.20	SI4-123.10a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI4(121.4 to 127.3)	SI4-123.65	-45.9	10	Simpson Island	T	0.02	128.70	SI4-123.65a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI4(121.4 to 127.3)	SI4-123.65	-52.8	10	Simpson Island	T	0.02	108.90	SI4-123.65a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI4(121.4 to 127.3)	SI4-123.70	-44.7	10	Simpson Island	T	0.02	127.40	SI4-123.70a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI4(121.4 to 127.3)	SI4-123.70	-51.2	10	Simpson Island	T	0.02	108.50	SI4-123.70a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI4(121.4 to 127.3)	SI4-123.80	-48.6	10	Simpson Island	T	0.02	130.20	SI4-123.80a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI4(121.4 to 127.3)	SI4-123.80	-55.6	10	Simpson Island	T	0.02	108.50	SI4-123.80a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1	SI4(121.4 to 127.3)	SI4-123.81	-33.4	10	Simpson Island	T	0.02	127.20	SI4-123.81a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1	SI4(121.4 to 127.3)	SI4-123.81	-40.8	10	Simpson Island	T	0.02	114.60	SI4-123.81a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI4(121.4 to 127.3)	SI4-124.05	-49.8	10	Simpson Island	T	0.02	91.90	SI4-124.05a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI4(121.4 to 127.3)	SI4-124.05	-45.1	10	Simpson Island	T	0.02	72.60	SI4-124.05a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI4(121.4 to 127.3)	SI4-124.10	-46.5	10	Simpson Island	T	0.02	131.00	SI4-124.10a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI4(121.4 to 127.3)	SI4-124.10	-54	10	Simpson Island	T	0.02	110.90	SI4-124.10a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI4(133.8 to 143.1)	SI4-138.60	-46.8	10	Simpson Island	T	0.01	132.60	SI4-138.60a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI4(133.8 to 143.1)	SI4-138.60	-54.8	10	Simpson Island	T	0.01	112.50	SI4-138.60a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI4(133.8 to 143.1)	SI4-138.70	-55.8	10	Simpson Island	T	0.01	133.40	SI4-138.70a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI4(133.8 to 143.1)	SI4-138.70	-62.8	10	Simpson Island	T	0.01	104.70	SI4-138.70a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI4(133.8 to 143.1)	SI4-139.20	-55.9	8	Simpson Island	T	0.01	131.80	SI4-139.20a	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI4(133.8 to 143.1)	SI4-139.20	-62.4	8	Simpson Island	T	0.01	103.00	SI4-139.20a	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI4(133.8 to 143.1)	SI4-139.80	-56.2	10	Simpson Island	T	0.01	99.50	SI4-139.80a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI4(133.8 to 143.1)	SI4-139.80	-53	10	Simpson Island	T	0.01	74.20	SI4-139.80a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI4(133.8 to 143.1)	SI4-139.81	-52.7	10	Simpson Island	T	0.01	139.70	SI4-139.81a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI4(133.8 to 143.1)	SI4-139.81	-62	10	Simpson Island	T	0.01	115.10	SI4-139.81a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1	SI4(133.8 to 143.1)	SI4-140.80	-55.4	9	Simpson Island	T	0.008	123.20	SI4-140.80a	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1	SI4(133.8 to 143.1)	SI4-140.80	-59.3	9	Simpson Island	T	0.008	95.30	SI4-140.80a	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.7	SI4(133.8 to 143.1)	SI4-140.85	-45.4	8	Simpson Island	T	0.01	135.80	SI4-140.85a	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.7	SI4(133.8 to 143.1)	SI4-140.85	-54.4	8	Simpson Island	T	0.01	116.90	SI4-140.85a	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.2	SI4(133.8 to 143.1)	SI4-141.30	-55.6	8	Simpson Island	T	0.01	146.90	SI4-141.30a	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.2	SI4(133.8 to 143.1)	SI4-141.30	-66.6	8	Simpson Island	T	0.01	120.20	SI4-141.30a	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI4(160.4 to 171.1)	SI4-161.10	-39.7	8	Simpson Island	T	0.01	163.60	SI4-161.10a	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI4(160.4 to 171.1)	SI4-161.10	-55.6	8	Simpson Island	T	0.01	154.30	SI4-161.10a	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI4(160.4 to 171.1)	SI4-161.21	-49.7	8	Simpson Island	T	0.01	168.50	SI4-161.21a	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI4(160.4 to 171.1)	SI4-161.21	-66.3	8	Simpson Island	T	0.01	156.50	SI4-161.21a	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI4(160.4 to 171.1)	SI4-161.22	-47.8	8	Simpson Island	T	0.01	164.60	SI4-161.22a	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI4(160.4 to 171.1)	SI4-161.22	-63.7	8	Simpson Island	T	0.01	151.60	SI4-161.22a	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI4(160.4 to 171.1)	SI4-161.23	-46.4	8	Simpson Island	T	0.01	167.80	SI4-161.23a	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI4(160.4 to 171.1)	SI4-161.23	-62.8	8	Simpson Island	T	0.01	157.10	SI4-161.23a	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI4(160.4 to 171.1)	SI4-162.00	-50.7	8	Simpson Island	T	0.02	167.90	SI4-162.00a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI4(160.4 to 171.1)	SI4-162.00	-67.1	8	Simpson Island	T	0.02	154.90	SI4-162.00a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI4(160.4 to 171.1)	SI4-162.11	-43.5	8	Simpson Island	T	0.01	166.10	SI4-162.11a	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI4(160.4 to 171.1)	SI4-162.11	-59.7	8	Simpson Island	T	0.01	156.10	SI4-162.11a	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI4(160.4 to 171.1)	SI4-162.12	-47.3	8	Simpson Island	T	0.01	163.60	SI4-162.12a	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI4(160.4 to 171.1)	SI4-162.12	-63	8	Simpson Island	T	0.01	150.50	SI4-162.12a	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI4(160.4 to 171.1)	SI4-162.20	-46.2	8	Simpson Island	T	0.02	147.70	SI4-162.20a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI4(160.4 to 171.1)	SI4-162.20	-58.5	8	Simpson Island	T	0.02	130.10	SI4-162.20a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI5a(0.0 to 9.0)	SI5a-1.40	-51.5	8	Simpson Island	T	0.02	135.00	SI5a-1.40a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI5a(0.0 to 9.0)	SI5a-1.40	-57.9	8	Simpson Island	T	0.02	109.20	SI5a-1.40a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI5a(0.0 to 9.0)	SI5a-1.60	-52.5	8	Simpson Island	T	0.015	139.20	SI5a-1.60a	0.07	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI5a(0.0 to 9.0)	SI5a-1.60	-60.1	8	Simpson Island	T	0.015	112.40	SI5a-1.60a	0.07	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI5a(0.0 to 9.0)	SI5a-2.1	-52.1	8	Simpson Island	T	0.015	137.00	SI5a-2.1-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI5a(0.0 to 9.0)	SI5a-2.1	-59.1	8	Simpson Island	T	0.015	110.60	SI5a-2.1-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI5a(0.0 to 9.0)	SI5a-2.3	-51.5	8	Simpson Island	T	0.015	145.10	SI5a-2.3-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI5a(0.0 to 9.0)	SI5a-2.3	-61.2	8	Simpson Island	T	0.015	119.80	SI5a-2.3-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI5a(0.0 to 9.0)	SI5a-2.60	-51.6	10	Simpson Island	T	0.02	137.50	SI5a-2.60a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI5a(0.0 to 9.0)	SI5a-2.60	-58.8	10	Simpson Island	T	0.02	111.60	SI5a-2.60a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI5a(0.0 to 9.0)	SI5a-3.00	-45.8	10	Simpson Island	T	0.02	134.30	SI5a-3.00a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI5a(0.0 to 9.0)	SI5a-3.00	-52.8	10	Simpson Island	T	0.02	113.30	SI5a-3.00a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.1	SI5a(0.0 to 9.0)	SI5a-5.00	-45.5	10	Simpson Island	T	0.02	137.10	SI5a-5.00a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.1	SI5a(0.0 to 9.0)	SI5a-5.00	-53.4	10	Simpson Island	T	0.02	116.50	SI5a-5.00a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI5a(0.0 to 9.0)	SI5a-6.93	-40.8	8	Simpson Island	T	0.015	126.80	SI5a-6.93-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI5a(0.0 to 9.0)	SI5a-6.93	-45.9	8	Simpson Island	T	0.015	109.30	SI5a-6.93-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI5a(0.0 to 9.0)	SI5a-6.99	-42.7	8	Simpson Island	T	0.015	131.50	SI5a-6.99-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI5a(0.0 to 9.0)	SI5a-6.99	-49.1	8	Simpson Island	T	0.015	112.60	SI5a-6.99-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.2	SI5a(0.0 to 9.0)	SI5a-7.0	-40.8	8	Simpson Island	T	0.015	133.10	SI5a-7.0-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.2	SI5a(0.0 to 9.0)	SI5a-7.0	-47.8	8	Simpson Island	T	0.015	115.60	SI5a-7.0-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.3	SI5a(0.0 to 9.0)	SI5a-7.25	-35.5	7	Simpson Island	T	0.01	125.90	SI5a-7.25-D	0.04	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.3	SI5a(0.0 to 9.0)	SI5a-7.25	-40.8	7	Simpson Island	T	0.01	111.40	SI5a-7.25-D	0.04	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.2	SI5a(0.0 to 9.0)	SI5a-7.30	-37.1	7	Simpson Island	T	0.01	127.80	SI5a-7.30a	0.05	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.2	SI5a(0.0 to 9.0)	SI5a-7.30	-42.8	7	Simpson Island	T	0.01	112.40	SI5a-7.30a	0.05	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI5b(3.2 to 30.7)	SI5b-13.6	-50.5	8	Simpson Island	T	0.025	146.60	SI5b-13.6-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI5b(3.2 to 30.7)	SI5b-13.6	-60.8	8	Simpson Island	T	0.025	122.70	SI5b-13.6-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI5b(3.2 to 30.7)	SI5b-14.4	-50	8	Simpson Island	T	0.025	135.30	SI5b-14.4-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI5b(3.2 to 30.7)	SI5b-14.4	-56.8	8	Simpson Island	T	0.025	110.80	SI5b-14.4-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI5b(3.2 to 30.7)	SI5b-14.7	-47.1	8	Simpson Island	T	0.025	135.10	SI5b-14.7-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI5b(3.2 to 30.7)	SI5b-14.7	-54.1	8	Simpson Island	T	0.025	113.10	SI5b-14.7-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI5b(3.2 to 30.7)	SI5b-15.0	-47.8	8	Simpson Island	T	0.03	126.00	SI5b-15.0-D	0.12	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI5b(3.2 to 30.7)	SI5b-15.0	-51.8	8	Simpson Island	T	0.03	103.70	SI5b-15.0-D	0.12	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI5b(3.2 to 30.7)	SI5b-15.5	-51.4	8	Simpson Island	T	0.03	137.40	SI5b-15.5-D	0.12	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI5b(3.2 to 30.7)	SI5b-15.5	-58.5	8	Simpson Island	T	0.03	111.70	SI5b-15.5-D	0.12	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI5b(3.2 to 30.7)	SI5b-16.2	-52.5	8	Simpson Island	T	0.03	138.40	SI5b-16.2-D	0.12	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI5b(3.2 to 30.7)	SI5b-16.2	-60	8	Simpson Island	T	0.03	111.50	SI5b-16.2-D	0.12	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.9	SI5b(57.2 to 63.3)	SI5b-57.6	-44.9	7	Simpson Island	T	0.02	120.60	SI5b-57.6-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.9	SI5b(57.2 to 63.3)	SI5b-57.6	-47.5	7	Simpson Island	T	0.02	100.60	SI5b-57.6-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI5b(57.2 to 63.3)	SI5b-57.65	-42.7	7	Simpson Island	T	0.02	116.40	SI5b-57.65-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI5b(57.2 to 63.3)	SI5b-57.65	-44.1	7	Simpson Island	T	0.02	98.30	SI5b-57.65-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.2	SI5b(57.2 to 63.3)	SI5b-57.7	-35.1	7	Simpson Island	T	0.02	109.20	SI5b-57.7-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.2	SI5b(57.2 to 63.3)	SI5b-57.7	-34.9	7	Simpson Island	T	0.02	95.70	SI5b-57.7-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI5b(57.2 to 63.3)	SI5b-58.0	-47	7	Simpson Island	T	0.02	120.00	SI5b-58.0-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI5b(57.2 to 63.3)	SI5b-58.0	-49.2	7	Simpson Island	T	0.02	98.60	SI5b-58.0-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.9	SI5b(57.2 to 63.3)	SI5b-58.05	-42.6	7	Simpson Island	T	0.02	119.30	SI5b-58.05-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.9	SI5b(57.2 to 63.3)	SI5b-58.05	-45	7	Simpson Island	T	0.02	101.10	SI5b-58.05-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI5b(57.2 to 63.3)	SI5b-58.7	-35	7	Simpson Island	T	0.02	107.40	SI5b-58.7-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI5b(57.2 to 63.3)	SI5b-58.7	-34.2	7	Simpson Island	T	0.02	94.20	SI5b-58.7-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI5b(64.6 to 70.4)	SI5b-65.1	-52	7	Simpson Island	T	0.03	122.20	SI5b-65.1-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI5b(64.6 to 70.4)	SI5b-65.1	-54.2	7	Simpson Island	T	0.03	96.50	SI5b-65.1-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI5b(64.6 to 70.4)	SI5b-65.2	-51.4	7	Simpson Island	T	0.03	122.30	SI5b-65.2-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI5b(64.6 to 70.4)	SI5b-65.2	-53.7	7	Simpson Island	T	0.03	97.20	SI5b-65.2-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI5b(64.6 to 70.4)	SI5b-65.4	-45.6	7	Simpson Island	T	0.03	112.40	SI5b-65.4-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI5b(64.6 to 70.4)	SI5b-65.4	-45.5	7	Simpson Island	T	0.03	92.70	SI5b-65.4-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI5b(64.6 to 70.4)	SI5b-68.35	-48.3	7	Simpson Island	T	0.03	118.30	SI5b-68.35-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI5b(64.6 to 70.4)	SI5b-68.35	-49.7	7	Simpson Island	T	0.03	96.20	SI5b-68.35-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1	SI5b(64.6 to 70.4)	SI5b-68.4	-25	7	Simpson Island	T	0.03	272.70	SI5b-68.4-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1	SI5b(64.6 to 70.4)	SI5b-68.4	-26.9	7	Simpson Island	T	0.03	282.10	SI5b-68.4-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI5b(64.6 to 70.4)	SI5b-68.45	-41.2	7	Simpson Island	T	0.03	131.10	SI5b-68.45-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI5b(64.6 to 70.4)	SI5b-68.45	-47.6	7	Simpson Island	T	0.03	113.20	SI5b-68.45-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI5b(72.6 to 79.0)	SI5b-74.0	-52	8	Simpson Island	T	0.02	120.20	SI5b-74.0-D	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI5b(72.6 to 79.0)	SI5b-74.0	-53.5	8	Simpson Island	T	0.02	94.90	SI5b-74.0-D	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI5b(72.6 to 79.0)	SI5b-74.25	-48.4	7	Simpson Island	T	0.025	122.00	SI5b-74.25-D	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI5b(72.6 to 79.0)	SI5b-74.25	-51	7	Simpson Island	T	0.025	99.50	SI5b-74.25-D	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1	SI5b(72.6 to 79.0)	SI5b-74.3	-49.6	7	Simpson Island	T	0.02	119.40	SI5b-74.3-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1	SI5b(72.6 to 79.0)	SI5b-74.3	-51.3	7	Simpson Island	T	0.02	96.10	SI5b-74.3-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI5b(72.6 to 79.0)	SI5b-75.4	-47.8	7	Simpson Island	T	0.015	120.70	SI5b-75.4-D	0.05	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI5b(72.6 to 79.0)	SI5b-75.4	-50.1	7	Simpson Island	T	0.015	98.60	SI5b-75.4-D	0.05	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI5b(72.6 to 79.0)	SI5b-76.0	-44.1	7	Simpson Island	T	0.02	120.20	SI5b-76.0-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI5b(72.6 to 79.0)	SI5b-76.0	-46.7	7	Simpson Island	T	0.02	100.80	SI5b-76.0-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
